,class1,Abstract,class1_id
716,Diabetes Mellitus and Glucose Metabolism,diagnostic detect individuals developing diabetes mellitus however sensitivity various confounding effects limit clinical utility recently elevated normal glucose tolerance subjects studied potent factor developing future cardiovascular diseases herein aimed evaluate correlation screening identify glycemic spectrum patients materials methods retrospective patients underwent three point fasting period reviewed validated diabetes score validated score visceral bioelectrical impedance results total females years reviewed found patients patients diabetes patients subjects elevated found score spearmans value agreement classification diabetes diabetes defined criteria criteria kappa respectively sensitivity specificity prevalence using criteria times higher defined versus diabetes classified criteria lower diabetes classified criteria versus using diagnostic criteria diabetes prevalence diabetes found patients category score previously validated diabetes score conclusion confirmed utility screening dysglycemic status patients inferior previously validated diabetes score could selecting patients schedule assessing helped identify subgroup individuals remained unidentified traditional measures prospective optimal value elevated patients order identify subjects precisely,4
717,Diabetes Mellitus and Glucose Metabolism,prognostic scales clinical events evaluated populations originally design determine prognostic accuracy scales meggit wagner scales texas university scale sinbad scalesins scale occurrence major amputation subjects diabetic infected maria auxiliadora hospital materials methods historical cohort subjects attended diabetic evaluated surgical debridement performed patients first contact endocrinologist adjuvant treatments performed according clinical practice guide followed least months looking occurrence major traumatic amputation diabetic category determined entering evaluating according classification depth ischemia infection neuropathy extension location number zones place onset edema phase wound curve auroc scale calculated compared occurrence major amputation found sensitivity specificity positive predictive value negative predictive value youden index categories scores importance scale results subjects complete years history major amputation ulcers occurred subjects major amputation median follow lesions compromised presented ischemia infection neuropathy major amputation older longer diabetes lower hemoglobin likewise scales showed major amputation higher categories auroc comparing auroc scales demonstrated higher performance greater showed equal discrimination category prognostic accuracy major amputation grade stage score score conclusion every patients diabetic treated auxiliadora hospital presented major amputation accurate scale predicting major amputation followed third,4
718,Diabetes Mellitus and Glucose Metabolism,glycemic control great importance prevention acute chronic complications diabetes mellitus commonly tools assessing glycemic control outpatient setting monitoring blood glucose glycated hemoglobin fructosamine glycemic biomarker evaluates average glycemic control three weeks useful indicator glycemic control patients fructosamine could alternative short medium glycemic control cancer patients several factors limit interpretation especially related myelotoxic effect chemotherapy addition literature scarce biomarkers cancer patients evaluate outpatient clinic fructosamine indicators glycemic control oncological patients chemotherapy methods retrospective patients referred endocrine oncology clinic glycemic control december exclusion criteria included patients peritoneal dialysis hemodialysis serum creatinine concentration blood transfusion analysis performed according available laboratory tests fructosamine least measurements month descriptive statistics pearson correlation coefficient statistical analysis results patients values fructosamine month patient correlated median fructosamine median positive strong correlation patients fructosamine values median fructosamine median demonstrating strong correlation correlation performed patients median median strong positive correlation conclusion fructosamine effective glycemic control markers patients chemotherapy results demonstrated fructosamine biomarker short glycemic control could alternative traditional patients reducing number finger sticks possibly,4
719,Diabetes Mellitus and Glucose Metabolism,objectives insulin antibodies often produced patients diabetes treated insulin analogues insulin antibodies cause hyperglycemia insulin resistance hypoglycemia insulin released antibodies establish isotopic vitro system identify insulin analogue least reactive insulin antibodies could appropriate insulin analogues patients suffering glycemic control probably insulin antibodies subjects methods thirty eight patients diabetes whose found contain insulin antibodies polyethylene glycol method controls examined binding capacity insulin antibodies rapid acting insulin analogues aspart novorapid lispro humalog glulisine aspart human insulin humalin acting basal insulin analogues glargine lantus detemir levemir degludec toresiva examined dextran charcoal method serum incubated insulin analogue serum temperature overnight removing insulin amount insulin analogue bound insulin antibodies measured using enzyme immunoassay treatment results amounts insulin insulin analogues bound control nonspecific binding human insulin aspart lispro glulisine glargine detemir degludec nonspecific bindings detemir degludec probably fatty acids linked chain insulin molecule leading incomplete removal detemir degludec binding insulin analogues insulin antibodies varied widely among patients however difference binding capacity antibodies among insulin analogues including human insulin small patient suggesting antibodies react insulin analogues using types insulin analogues human insulin conclusions conclude makes sense change insulin analogues patients using types insulin analogues human insulin insulin antibodies develop suspected cause blood glucose control,4
720,Diabetes Mellitus and Glucose Metabolism,diabetic ketoacidosis serious preventable complication patients diabetes mellitus accounting hospitalizations adults sought determine predictors prolonged length readmission mortality patients multihospital system methods retrospective cohort analysis adult patients admitted cleveland clinic hospital system florida november december diagnosis logistic regression analysis backwards selection confidence interval determine factors predicted prolonged length readmission mortality composite outcomes termed successful patients avoided aforementioned events results adult patients years years caucasians african americans representing majority length hospital readmission mortality hospital mortality addition patients length present patients moderate severe patients based serum bicarbonate ketone values statistically factors predicting increased length include admission subcutaneous insulin order history congestive heart failure history neurological disease history depression white statistically factors predicting unsuccessful composite outcomes include history neurological disease history weight admission history deficiency anemia history depression prediction model mortality feasible event conclusion multihospital systems become common standardized healthcare resources needed achieve optimal outcomes identifying patients predictors efficient allocation resources improve outcomes population references center disease control prevention national diabetes statistics report estimates diabetes burden united states atlanta department human services,4
721,Diabetes Mellitus and Glucose Metabolism,objectives circulating adipocyte fatty binding protein afabp levels diabetes adverse cardio metabolic conditions including metabolic syndrome coronary artery disease stroke alcoholic steatohepatitis obstructive sleep apnea diabetic nephropathy investigated prospectively whether serum afabp level could predict mortality outcomes large clinic based cohort chinese subjects methods baseline serum afabp levels measured subjects diabetes registry circulating afabp levels predicting mortality outcomes evaluated using multivariable regression analysis results median follow years deaths incidence deaths person years circulating afabp level predicted cause mortality women increased risks cancer related infection related deaths independent conventional factors mortality outcomes diabetes including smoking glycaemia albuminuria status adjusted hazard ratio cause mortality deaths cancer delated deaths infection related deaths subjects serum afabp specific serum afabp median women significantly worse survival conclusions circulating afabp level independent predictor various mortality outcomes known factors reduced survival diabetes,4
722,Diabetes Mellitus and Glucose Metabolism,alcoholic fatty liver disease nafld often diabetes metabolic syndrome presence nafld diabetes increases developing alcoholic steatohepatitis cirrhosis hepatocellular carcinoma presence liver fibrosis indicator development hepatic complications current standard serum measurements liver function tests greatly underestimate presence surrogate markers needed enable detection patients additional radiological invasive investigations markers nafld score accurately predict patients highest progression cirrhosis hepatocellular carcinoma audit determine number patients diabetes attending outpatients department irish district hospital liver fibrosis determined nafld score examine association nafld score patients gender blood pressure index plasma cholesterol design methodology clinical audit retrospective patient including gender medications hypoglycaemic agents insulin hypertensives statins aspirin collected diabetes outpatient database online laboratory system record patients liver function tests platelet count albumin values patient liver fibrosis determined using nafld score identified patients intermediate liver fibrosis scores correlated previously recorded patent results total diabetes patients females included years median years range median range total patients liver fibrosis indeterminable score incomplete evidence fibrosis fibrosis older years males obese increased cholesterol taking hypoglycaemic agents fibrosis younger years overweight blood pressure aminotransferase levels significantly groups conclusions patients audit require hepatic investigations including imaging potentially liver biopsy furthermore older obese patients increased cholesterol taking hypoglycaemic agents higher hepatic fibrosis physicians lower threshold screen diabetic patients nafld presence underestimated standard liver function tests,4
723,Diabetes Mellitus and Glucose Metabolism,consequences diabetes mellitus remain unclear aimed assess possible association mineral density multiple sites correcting several potential confounders known affect adolescents newly developed methods cross sectional children adolescents index matched controls enrolled obese defined percentile based korean national population standards subjects underwent energy absorptiometry measure regional whole composition lunar prodigy initial diagnosis score calculated using healthy korean children adolescents adjusting height results subjects years range years patients older control subjects distribution height weight significantly different groups level patients patients patients treated hypoglycemic drugs initial diagnosis patients needed basal insulin hypoglycemic drugs patients treated exercise interventions differences total cholesterol levels score patients controls bmdht scores lumbar spine adjusted significantly different patients controls scores width lumbar spine significantly different patients diabetic controls stepwise multivariate regression analysis included independent variables tested model total scores dependent variable identified independent predictors total score significantly related total score conclusion found bmdht scores lumbar spine children adolescents different obese controls longitudinal large cohort studies needed validate association diabetes metabolism especially studies employ accurate methods assessing width peripheral quantitative computerized tomography,4
724,Diabetes Mellitus and Glucose Metabolism,diabetic ketoacidosis common medical emergency despite publication number management guidelines extent adherence guidelines unclear aimed adherence physicians hospital american diabetes association management guidelines methods performed retrospective chart review patients admitted tertiary hospital patients identified using emergency department diagnosis codes classified following criteria blood glucose serum hydroxybutyrate serum bicarbonate blood clinical laboratory information drawn hospital clinical support systems including information management treatment outcomes results seventy admissions identified chinese years patients diabetes mellitus common precipitants infection compliance medications newly diagnosed median volumes fluids given first hours interquartile range respectively median insulin started admission units median amount potassium received first hours mmols hypoglycemia hypokalemia insulin occurred patients respectively mortality median normalization ketoacidosis hours median length hospital presence sepsis hypokalemia insulin infused potassium first hours creatinine clearance predictors length discussion conclusion found number patients hospital given insufficient fluids insulin potassium management despite outcomes center comparable studies published literature likely improved better adherence published guidelines,4
725,Diabetes Mellitus and Glucose Metabolism,iatrogenic hypoglycemia major limiting factor achieving optimal glycemic control diabetic patients excessive exogenous insulin administration prevalent diabetes diabetes mellitus frequent morbidity ascertaining cause hypoglycemia major challenge commercially available insulin immunoassays sensitivity required detect differentiate therapeutic insulin administration consequently provides misleading results prevents correct monitoring patient dosing herein compared detection common therapeutic analogs using commercial immunoassays spectrometry spectrometry analysis differentiate synthetic analogs immunoassays could determine identities spectrometry identify presence therapeutic insulins serum diabetic patients specifically commercially available serum spiked different analogs short lasting analogs lispro aspart glulisine lasting analogs detemir glargine samples analyzed using immunoassays including beckman access unicel abbott architect advia centaur siemens immulite roche cobas evaluated qtrap comparison clinical validation performed serum samples collected diabetic patients receiving insulin analogs insulin replacement samples extracted subsequently eluted versette automated liquid handler using spectrometric immunoassay pipette identity quantification exogenous analog determined using qexactive orbitrap system results demonstrate spectrometry detect lasting insulin analogs glargine detemir accuracy respectively addition short lasting insulin analogs aspart lispro glulisine detected accuracy respectively contrast roche immunoassay detect exogenous insulins immunoassays cross reactivity insulin analogs therefore differentiate correct conclusion identify distinguish therapeutic analogs patients serum using spectrometry clinical utility differential diagnosis cause hypoglycemia,4
726,Diabetes Mellitus and Glucose Metabolism,presence reactive oxygen species large concentrations periods occurrence various diseases including diabetes mellitus exercise represents effective means prevention treatment examine impact intensity interval training versus aerobic exercise blood pressure metabolic control stress biomarkers patients methods fifteen patients participated randomly assigned groups group times intensity group performing times intensity measured somatometric variables waist circumference blood pressure glucose lipid profile insulin stress markers malondialdehyde hydroxy desoxyguanosine baseline training program institutional ethical committee approved protocol subjects signed consent results average total group years women participated group baseline differences found groups variables comparing baseline final variables group showed significantly diminished waist glucose increased aerobic exercise group showed significantly diminished waist systolic blood pressure increased conclusions exercise modalities favorably affect somatometric variables oxidative stress aerobic capacity additionally intensity interval training showed improvement metabolic control proyect supported university guanajuato,4
727,Diabetes Mellitus and Glucose Metabolism,deeply phenotype adipose hepatic peripheral insulin sensitivity pubertal stage activity controlled cohort normoglycemic youth without obesity better early abnormalities pediatric obesity methods thirty eight years female tanner stage sedentary enrolled tissue specific measured using phase hyperinsulinemic euglycemic clamp glucose glycerol isotope tracers intramyocellular lipid assessed magnetic resonance spectroscopy hepatic visceral imaging exercise muscle mitochondrial activity measured phosphorus spectroscopy results higher lower peripheral glucose clearance adipose glycerol hepatic tissue glucose impaired peripheral increased clamp fatty concentrations difference exercise mitochondrial measurements conclusions inactive normoglycemic youth obesity overtly decreased peripheral early impaired adipose hepatic lipid markers relate decreased peripheral interventions directed improving muscle manipulation needed,4
728,Diabetes Mellitus and Glucose Metabolism,diabetes mellitus represents major worldwide concern epidemic proportions worldwide population estimated diabetes given increasing prevalence shortage endocrinologists primary providers management diabetes increasing delivered primary providers improving barriers diabetes management important hypothesized would differences pharmacologic management providers based pharmacologic therapy providers level training evaluate practices cross sectional electronic survey assess military primary providers include internal medicine staff residents family medicine staff residents family medicine nurse practitioners total surveys completed overall response providers reported prescription practice comfort levels education needs majority providers reported comfortable prescribing agonists acting insulin short acting insulin whereas uncomfortable prescribing inhibitors evaluation respect level training revealed likely uncomfortable prescribing medication class compared staff residents prescription comfort levels follows agonists short acting insulin acting insulin inhibitors comparison comfort levels prescription therapies follows providers respectively agonists short acting insulin acting insulin inhibitors previous literature shown discomfort using insulin therapy primary providers discomfort despite majority providers stating comfortable insulin medications insulin therapy reported learning needs included medication insulin therapy traditional medications given overall comfort level insulin therapy surprising request insulin therapy education dissonance could related lower frequency insulin prescriptions primary providers especially versus newer changing insulin options provides potential areas improve barriers primary setting especially regarding insulin therapy medication education,4
729,Diabetes Mellitus and Glucose Metabolism,glucagon peptide analogues relatively group drugs diabetes mellitus incretin system increased secretion insulin cells decreased secretion glucagon cells pancreas guidelines recommend starting analogue alternative option patients occupational difficulty stared analogue prescription needs reviewed closely following patients monitoring effects weight control potential effects audit randomly chosen patients started analogues evaluate quality follow conducted patientsmethods results retrospectively studied total patients started analogues metformin monotherapy sulfonylurea monotherapy metformin sulfonylurea combination therapy metformin sulfonylurea pioglitazone insulin patients monthly follow monthly patients follow notes patients state complications remaining patients complications upset common complication encountered found analogue therapy initiated patients endocrinologist patients diabetic nurse specialist patients patients education analogue therapy included pamphlets counselling education diabetic specialist nurse tuition injections education conclusion audit showed patients follow patients mention complications every effort follow patients started analogues order monitor benefits complications relatively drugs adhering national guidelines follow review medications important generate review guidelines future although small reflects basic follow newer drugs still missed every effort ensure prevent,4
730,Diabetes Mellitus and Glucose Metabolism,diabetes become complex challenging disease emphasized category diabetes reserving importance early detection lifestyle intervention prevent progressive decline cells function identification description diabetic patients according complications important improving personalized treatments based stratification however current consensus clinical staging diabetes objectives theptarin diabetes staging developed theptarin hospital largest comprehensive diabetes centers thailand clinical staging diabetes based pathological ultimate purpose system prevent halting development specific complications diabetes individualized stage demonstrate feasibility identify baseline characteristics diabetic patients according develop individualized therapeutic preventive materials methods cross sectional randomly selected diabetes patients regularly visited theptarin hospital completed surveillance diabetic complications reviewed divided stages diabetes diabetes organ dysfunction stage organ damage results total diabetic patients females years reviewed based classification stage found stage early diabetes based found stage diabetes complication found stage diabetes organ damage found stage diabetes organ dysfunction found macrovascular complications found varied stage stage youth onset diabetes prevalent stage diagnosis stage stringent personalized glycemic target higher likelihood insulin treatment compared stages conclusion appropriate classification diabetes essential prevention effective treatments clinical staging diabetes could delineate heterogeneous patients routine clinical practice might represent opportunity develop interventions education programs aimed toward improving personalized diabetes treatments raising awareness early detection dysglycemic stages prospective studies required demonstrate effectiveness current multi factorial intervention various stages classification reverse stabilize progression diabetic patients,4
731,Diabetes Mellitus and Glucose Metabolism,variation fatty acids levels linked cardiovascular metabolic factors including inflammation diabetes gestational diabetes insulin resistance compare levels relationship function patients without gestational diabetes mellitus methods group consisted women pregnancy women normal glucose tolerance control group serum glucose insulin lipids profile composition liquid chromatography spectrometry measured insulin resistance function estimated results circulating polyunsaturated fatty acids linoleic lower group control group respectively monounsaturated acids oleic eicosenoic higher group control group index correlated saturated fatty acids group particular positively correlated palmitic stearic acids dihomo gamma linolenic negatively oleic linoleic acids function group positively correlated linolenic negatively oleic eicosenoic acids correlations control group found conclusion results suggest insulin resistance seems related circulating fatty acids profile patients,4
732,Diabetes Mellitus and Glucose Metabolism,gastric bypass substantial weight improvement obesity related comorbidities overall mortality benefit however gastric bypass hypoglycemia described potentially threatening complication pathophysiologic mechanisms explain include hyperinsulinism secondary increased glucagon peptide release nesidioblastosis nonetheless diagnosis remains challenging clinical entities dumping syndrome common mimickers hypoglycemia moreover diagnostic evaluations mixed tolerance supervised robust evidence resource intensive evaluate utility diagnosing methods performed patients presented presumed hypoglycemia failed improve dietary modifications results detected hypoglycemia subjects years patients experienced hypoglycemic excursions daily spent minutes interstitial glucose hypoglycemic excursions occurred postprandial state hypoglycemic episodes correlated patient recorded symptoms patients endorsed improvement symptoms dietary modifications acarbose therapy conclusion useful diagnosing provides practical means evaluating ambulatory setting mimicking conditions moreover provides valuable information facilitate patient education surrounding hypoglycemic awareness dietary modifications required prevent hypoglycemic spells,4
733,Diabetes Mellitus and Glucose Metabolism,internet things technology enables connection objects internet expanded sufficiently allow connection wearable devices measurement instruments weight scales field communication bluetooth record transfer servers accessible patients healthcare professionals previous randomized clinical trials evaluating devices diabetic patients control groups given comparable measuring instruments intervention group therefore outcomes intervention included effects measurement feedback using required evaluate exclusively effects feedback system diabetes control materials methods multicenter label randomized parallel group designed compare impact intensive guidance using system conventional medical guidance glucose control conducted outpatients diabetes participating clinics period months patients randomly assigned group group patients group provided specific smartphones activity trackers blood pressure monitors weight scales devices could transmit measurement cloud server center telephoned patients monthly feedback patients group provided ordinary activity trackers blood pressure monitors weight scales results forty patients group patients group completed although difference levels months groups number patients whose hypoglycemic agents increased significantly reduced group patients levels significantly reduced groups groups conclusion measurement feedback using effective especially obese patients diabetes,4
734,Diabetes Mellitus and Glucose Metabolism,people cancer cancer infected individuals higher developing cancer poorer outcomes general population diabetes mellitus increased cancer negative individuals studies moreover medications treatment factors disease obesity statin ethnicity thought modulate extent factors modulate cancer infected individuals unknown evaluated effect diabetes status metabolic factors exposure medications incidence cancer retrospective cohort infected veterans infected veterans caucasian african american diabetics included analyses primary variable interest diabetic status metabolic disorder related variables triglycerides statin covariates smoking gender count viral alcohol abuse extracted corporate warehouse using laboratory values medications factors codes cancer determined central cancer registry chart review confirmation codes conducted event cancer diagnosis analysis using proportional hazards model examine association diabetes status diabetics diabetics exposure diabetic medications incidence cancer incident cases cancer ascertained diabetics diabetics included analysis variables developing cancer included count cells statin triglycerides alcohol abuse hispanic ethnicity smoking diabetes cancer analysis restricted diabetics triglycerides smoking alcohol abuse remained increased cancer exposure antidiabetic agents increased cancer hemoglobin statin increased cancer infected diabetics although diabetes appear factor cancer infected veterans antidiabetic therapy increase cancer among diabetes smoking older count hispanic ethnicity alcohol abuse cholesterol levels factors cancer infected veterans,4
735,Diabetes Mellitus and Glucose Metabolism,continuous glucose monitoring provides blood sugars readings participants wearing device ability changes blood sugars delivers immediate feedback participants diabetes choices physical activity primarily studied patient diabetes previous showed improved glycemic control hemoglobin patients diabetes assess exercise changes studies reported effects educational reinforce healthy behavior patients diabetes method conducted survey questions patients diabetes survey asked questions choices physical acitivity patient perception change using collected paper survey academic institution endocrine clinic months results range patients insulin range duration years months years eighty percent patients stated choices changed using patients either limited sugar beverages never drank sugar beverages prior limited prior never drank prior regarding exclusion cereals fifty percent participants already excluded cereal prior start changes consumption exclude cereals using participants likely physical activity showed rising blood sugars overall reported healthier lifestyle discussion survey showed amount patients changed behavior however already excluded cereals limited sugar beverages labels fiber content secondary duration managing chronic disease factors conclusion percentage adults diabetes reported healthier lifestyle changes increased physical activity response results demonstrate potential behavior modification patients diabetes highlight furtherresearch using measurements changes exercise patients diabetes,4
736,Diabetes Mellitus and Glucose Metabolism,hypoglycemic events negatively affect quality patients diabetes increase severe potentially hazardous hypoglycemia changes heart variability patterns observed initiation hypoglycemic event sympathetic nervous system activity heart easily monitored continuously wearable devices various parameters determined pilot whether changes detected wearable device potential early alert hypoglycemic events methods patients asked vitalconnect healthpatch chest consecutive hypoglycemic events registered measurement continuous glucose monitor dexcom freestyle libre parameters included standard deviation intervals square standard differences successive intervals rmssd frequency ratio parameters calculated hours hypoglycemic event hours minute windows overlap results included total patients women years diabetes duration years analysis performed hypoglycemic events among subjects median subject normalized minutes hypoglycemia increased hypoglycemia median rmssd decreased twenty events showed clear detectable increase leading hypoglycemia eighteen decrease rmssd events display change either rmssd conclusion hypoglycemic events cause changes including increased decreased rmssd detected wearable device wearable patches measuring promising devices early detection hypoglycemic events people diabetes,4
737,Diabetes Mellitus and Glucose Metabolism,hypoglycemia higher cause mortality among hospitalized patients investigated impact hypoglycemia inpatient mortality healthcare length inpatient among patients stable coronary artery disease methods conducted nationwide retrospective cohort among patients admitted acute hospitals stable utilizing national inpatient sample database hypoglycemia episodes identified using secondary inpatient diagnosis codes index hospitalization outcomes including overall inpatient mortality length healthcare multivariate linear logistic regression analysis adjust demographic clinical variables results among patients admitted stable episode hypoglycemia inpatient likely female poverty commodities renal failure heart failure ironically likely diabetes compared patients without hypoglycemia patients hypoglycemia higher inpatient mortality longer hospital higher healthcare compared patients without hypoglycemia adjustment demographic income clinical factors diabetes heart failure renal failure associations still mortality healthcare conclusion hypoglycemia episodes higher mortality increased healthcare expenditure among patients frequent glucose monitoring hospitalized patients prevent hypoglycemia warranted,4
738,Diabetes Mellitus and Glucose Metabolism,clinical performed hypothesis nasal insulin would suitable means controlling postprandial hyperglycemia objectives evaluate effect postprandial glycemic control intranasal insulin compared novorapid focus hypoglycemic events evaluate pharmacokinetics intranasal insulin compared novorapid administered standard compare patient patient variability dosage forms method inclusion criteria diabetes least months combination following therapies antidiabetics basal insulin rapid acting prandial insulin analog glycosylated hemoglobin fasting glucose exclusion critera patients taking intermediate acting insulin preparations insulin preparations combination short duration insulin mixes design prandial glucose increase baseline without hypoglycemia period attempts optimizing results first patients enrolled evaluable first patient evaluable controlled current therapy controlled defined prandial glucose increase placebo novorapid reduces glucose placebo intranasal insulin reduces glucose cmaxand placebo course hypoglycemia requiring glucose administration occurred subjects novorapid titration phase compared patients intranasal insulin titration conclusions summary believe prandial glucose first subjects indicates compared novorapid intranasal insulin provides improved glycemic control additional hypoglycemia,4
739,Diabetes Mellitus and Glucose Metabolism,incidence pancreatic neuroendocrine tumors pnets risen significantly recent years partly better imaging techniques diabetes mellitus secondary pancreatic diseases recently termed appears common previously appreciated perhaps reaching newly diagnosed apparent cases chronic pancreatitis pancreatic cancer hemochromatosis pancreatic resection cystic fibrosis pnets determine whether pnets dysglycemia methods retrospective evaluate dysglycemia large cohort pnets results reviewed consecutive patients histologically confirmed seventy subjects cohort abnormal glucose metabolism overt impaired fasting glucose subjects clinical correlates without respectively older common localization pancreatic somewhat higher former pancreatic surgery similar tumor combined patients fasting glucose level finally israeli population cohorts according israeli ministry survey cohort conclusion first report impaired glucose metabolism either large cohort pnets prevalence diabetes diabetes related obesity surgery alone though could contributory finding observation prompt examination functioning context raise possibility increased pnets diabetes diabetes,4
740,Diabetes Mellitus and Glucose Metabolism,proportion women gestational diabetes mellitus remain glucose intolerant pregnancy however women attend postpartum glucose tolerance testing simple diagnostic increase follow rates current guidelines still recommend weeks compare results diagnosis diabetes diabetes women weeks pregnancy identify factors discordance tests method obtained prospective longitudinal cohort women clinic blacktown hospital asked present weeks postpartum women classified diabetes diabetes according criteria value considered results women assessed weeks postpartum glucose intolerance either women least criterion diabetes diagnosed alone sixth criteria diabetes women diabetes either women diabetes criteria women criteria women comparing women diabetes alone women diabetes alone difference ethnicity number weeks postpartum groups haemoglobin significantly lower women prediabetes criteria alone difference ferritin level whole cohort women linear relationship found thirds women prediabetes alone breastfed morning pathology testing compared women diagnosed alone whole cohort difference women breastfed morning testing versus however women breastfed morning lower fasting glucose values fasting glucose glucose lower adjusting breastfeeding remained negative predictor fasting glucose glucose conclusion using criteria agreement results diagnosis impaired glucose metabolism monthspostpartum possibility haemoglobin level breastfeeding affect concordance rates raised confirmed better predicts future diabetes metabolic complications remains,4
741,Diabetes Mellitus and Glucose Metabolism,ancient indian technique helpful improving physical mental spiritual recently gained momentum following addition international calendar studied impact short supervised practice metabolic parameters diabetes methodology diabetic subjects duration diabetes invited participate intervention programme scheduled sevayan diabetes centre participants asked continue diabetes hypertension cardiac chronic medications without change physical activity pattern unchanged period participants underwent structured yogic practice developed certified instructors session included prayer loosening exercises yogic postures various kriyas pranayam meditation asanas performed tadasana ardha chakrasana briksyasana bajrasana ustrasana uttan mandukasana simhasana bakrasana ardhamatstyendrasana sirsasana paschimottanasana makarasana bhujangasana salvasana dhanurasa pawanamuktasana savasana kapalabhati kriya anuloma biloma bhramari pranayam meditation sequence daily sessions lasted subjects underwent therapy capillary glucose monitoring blood pressure recorded daily lipid profile checked results thirty subjects males females consented participate cumulative attendance sample sessions participants years daily session glucose levels respectively statistically systolic blood pressure diastolic blood pressure intervention phase serum cholesterol reduced substantial difference cholesterol levels intervention interview participants agreed continue improvements physical mental status observed intervention period conclusion short supervised effective improving metabolic control diabetes,4
742,Diabetes Mellitus and Glucose Metabolism,hypoglycemia hepatomegaly cardinal features glycogen storage disease gierke disease disturbed lipid metabolism hypertriglyceridemia typical metabolic abnormality deoxysls atypical sphingolipids formed serine palmitoyltransferase condenses palmitoyl alanine instead usual substrate serine pathologically elevated deoxysphingolipids deoxysl found number neurological metabolic disorders object deoxysl biomarkers glycogen storage disease methods observational plasma deoxysls measured cohort patients subtype gsdia subtype gsdib healthy controls blood samples deoxysls standard laboratory parameters monitoring collected longitudinally occasion routine consultations period years blinded continuous glucose monitoring performed usual clinical assess metabolic control results plasma deoxysphinganine doxsa concentrations clearly elevated compared healthy controls doxsa plasma alanine higher whereas serine lower healthy controls congruent mechanism substrates deoxysl synthesis linear mixed model plasma serine alanine triglyceride concentrations major determinants doxsa doxsa concentrations correlated quality metabolic control occurrence blood glucose curve measured pearson correlation deoxysl profile patients subtype gsdib distinct patients subtype gsdia higher ratio doxsa deoxysphingosine doxso independent metabolic control conclusion addition known abnormalities lipoproteins patients disturbed sphingolipid profile elevated deoxysls doxsa correlates frequency blood glucose constitutes potential biomarker assessing metabolic control gsdia distinct deoxysl profiles highlighting another element diversity subtypes,4
743,Diabetes Mellitus and Glucose Metabolism,immunotherapy agents called immune check point inhibitors directly attack tumors instead mobilize immune system utilizing adaptive innate immunity known check point inhibitors programmed death surface protein found activated cells bound ligands inhibits kinase signaling pathways normally activation given mechanism action agents immune related adverse events complicate clinical course prognosis patients within years approved monoclonal antibodies targeting methods prospective includes subjects diagnosed small carcinoma previously untreated treated chemotherapy considered treatment either nivolumab pembrolizumab assessed thyroid peroxidase antibodies glutamic decarboxylase antibodies islet antibodies prior starting nivolumab pembrolizumab subjects retested weeks treatment results subjects completed caucasian african american female patients diabetes baseline showed worsening remaining patients developed diabetes criteria weeks baseline diagnosis prediabetes patient developed prediabetes started medication conclusions immune checkpoint inhibitors cancer therapy agents autoimmune toxicities immune check point inhibitors increase immune related adverse events nivolumab pembrolizumab package inserts currently thyroid function tests start treatment periodically treatment clinically indicated based symptoms recommend screening patients diabetes thyroid disease prior starting therapy repeat testing every months avoid serious threatening complications,4
744,Diabetes Mellitus and Glucose Metabolism,accurate insulin measurements integral calculation insulin resistance insulin secretion metrics hemolysis blood samples collection release intracellular insulin degrading enzymes cleave insulin fragments recognized current insulin assays consequently falsely lower measured insulin concentrations hypothesized adding bacitracin known inhibitor vitro blood collection tubes advance blood collection could reduce hemolysis induced insulin degradation methods samples healthy adult subjects obesity enrolled clinical trial analyzed samples collected intravenous catheters placed overnight insulin modified frequently sampled intravenous glucose tolerance dextrose administered minute timepoint insulin injected catheter multiple points blood drawn simultaneously indwelling catheters contralateral dextrose insulin injections blood drawn single syringe placed separate serum separator tubes standard untreated second containing bacitracin concentration ipsilateral backup blood sample drawn untreated collected samples immediately placed centrifuged within factor dichotomized blood points insulin injection samples subject first untreated hemolyzed sample groups selected compared corresponding insulin values bacitracin backup samples results analyzed using graphpad prism using repeated measures anova results subjects hemolyzed samples untreated bacitracin samples subjects hemolyzed samples backup available timepoints insulin values bacitracin treated significantly greater values corresponding untreated hemolyzed samples conversely insulin values bacitracin treated significantly different backup insulin values conclusions found pretreatment bacitracin successfully prevented hemolysis induced insulin degradation obtaining insulin measurements bacitracin containing prove beneficial metabolic studies including larger samplesize establishment response curve bacitracin effects hemolysis warranted character limits,4
